flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_seg_size_avg,bwd_seg_size_avg,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwr_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,win_byts_tot,fwd_win_tot,bwd_win_tot,win_byts_mean,fwd_win_mean,bwd_win_mean,win_byts_std,fwd_win_std,bwd_win_std,win_byts_max,fwd_win_max,bwd_win_max,win_byts_min,fwd_win_min,bwd_win_min,zero_win_cnt,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,label
3495,3661516.4520743922,3433.4763948497857,2002.8612303290415,1430.615164520744,7,5,696,12101,292,66,99.42857142857143,78.66539835251065,7306,66,2420.2,3005.458527,7306,66,1066.4166666666667,2253.0780966762386,5076360.909722223,232,168,32,65.42857142857143,2386.2,1,317.72727272727275,765,0,270.3015457222446,3495,1049,0,582.5,343.04360752922753,3165,1958,15,791.25,740.5357435667775,1,2,0,0,2,2,0,3,11,0,0,0,0.7142857142857143,1066.4166666666667,64240,65535,133226,67167,66059,11102.166666666666,9595.285714285714,13211.8,24055.518610890285,22308.619536687005,26161.599999999995,65535,64240,65535,131,447,131,0,3495,3495,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,slowread
19658702,177.63125968337073,0.7121528165999972,0.6104166999428547,0.10173611665714247,12,2,3364,128,1514,66,280.3333333333333,470.1700637948878,74,54,64,10,1514,54,249.42857142857142,441.84252435288596,195224.81632653062,456,60,32,246.33333333333334,30,2,1512207.8461538462,8237048,48,2218924.3034170633,19658651,8237048,933,1787150.0909090908,2308132.0547930077,214038,214038,214038,214038,0,1,0,0,0,0,10,1,1,4,0,0,0,0.16666666666666666,249.42857142857142,1152,65535,79359,13824,65535,5668.5,1152,32767.5,16606.61439113085,0,32767.5,65535,1152,65535,0,1152,0,1,11207568,214086,5710827,5496741,8237048,8237048,8237048,0,1.5,0.25,420.5,16,0,0,0,0,slowread
19661006,177.61044373822986,0.7120693620662137,0.610345167,0.10172419458088768,12,2,3364,128,1514,66,280.3333333333333,470.1700637948878,74,54,64,10,1514,54,249.42857142857142,441.84252435288596,195224.81632653062,456,60,32,246.33333333333334,30,2,1512385.076923077,8237048,41,2221631.142012742,19660942,8237048,933,1787358.3636363635,2311183.23,214058,214058,214058,214058,0,1,0,0,0,0,10,1,1,4,0,0,0,0.16666666666666666,249.42857142857142,1152,65535,79359,13824,65535,5668.5,1152,32767.5,16606.61439113085,0,32767.5,65535,1152,65535,0,1152,0,1,11209859,214099,5711979,5497880,8237048,8237048,8237048,0,1.5,0.25,420.5,16,0,0,0,0,slowread
23194490,555.0025027495755,0.5604779410972175,0.3017958144369633,0.25868212666025425,7,6,706,12167,292,60,100.85714285714286,78.19285421,7306,66,2027.8333333333333,2880.4644542542483,7306,60,990.2307692307693,2180.717318606114,4755528.023668639,236,200,26,66.85714285714286,1993.8333333333333,2,1932874.1666666667,17373627,6,4769364.004642073,23194490,17423960,846,3865748.3333333335,6189775.546611273,21142777,17373627,6,4228555.4,6732279.024661786,1,2,0,0,2,4,1,3,9,0,0,0,0.8571428571428571,990.2307692307693,64240,65535,260416,194226,66190,20032,27746.571428571428,11031.666666666666,29689.881117465437,31604.66337586972,24374.63166673271,65535,64240,65535,0,0,131,1,5812986,7877,2910431.5,2902554.5,17373627,17373627,17373627,0,1.75,1.5,176.5,3041.75,0,0,0,0,slowread
24299160,523.6806539814545,0.4526905456814145,0.2057684298551884,0.24692211582622609,5,6,558,12167,292,60,111.6,90.30968940263276,7306,66,2027.8333333333333,2880.4644542542483,7306,60,1156.8181818181818,2332.3347965731214,5439785.603305784,156,200,26,77.6,1993.8333333333333,2,2429916,19268398,23,5805696.2654011445,24299160,19313876,699,6074790,7909595.485245026,24298928,19268398,23,4859785.6,7462799.787074998,1,2,0,0,2,2,1,3,9,0,0,0,1.2,1156.8181818181818,64240,65535,131936,65746,66190,11994.181818181818,13149.2,11031.666666666666,24936.26652385558,25546.13986026069,24374.63166673271,65535,64240,65535,0,0,131,1,5030282,480,2515381,2514901,19268398,19268398,19268398,0,2.5,3,279,6083.5,0,0,0,0,slowread
26317105,483.8298133476307,0.4179791052245298,0.22798860284974354,0.18999050237478626,6,5,632,12101,292,60,105.33333333333333,83.62349483780793,7306,66,2420.2,3005.458527,7306,60,1157.5454545454545,2331.995764990555,5438204.247933884,196,168,26,71.33333333333333,2386.2,2,2631710.5,21036369,26,6262190.679642792,26317105,21078833,557,5263421,8058264.569849094,25306008,21036369,29,6326502,8669569.055597372,1,2,0,0,1,3,1,3,8,0,0,0,0.8333333333333334,1157.5454545454545,64240,65535,196045,129986,66059,17822.272727272728,21664.333333333332,13211.8,28691.539177607137,30106.06577677588,26161.599999999995,65535,64240,65535,0,0,131,1,5280460,276,2640368,2640092,21036369,21036369,21036369,0,2,1.6666666666666667,210.66666666666666,4033.6666666666665,0,0,0,0,slowread
24093751,525.4059444708298,0.41504537836387534,0.20752268918193767,0.20752268918193767,5,5,558,12101,292,60,111.6,90.30968940263276,7306,66,2420.2,3005.458527,7306,60,1265.9,2419.2719752024577,5852876.890000001,156,168,26,77.6,2386.2,2,2677083.4444444445,19041020,5,5991431.293294322,24093751,19091568,277,6023437.75,7816241.9301449265,24090931,19041020,5,6022732.75,7793596.323297268,1,2,0,0,1,2,1,3,8,0,0,0,1,1265.9,64240,65535,131805,65746,66059,13180.5,13149.2,13211.8,25855.72021526378,25546.13986026069,26161.599999999995,65535,64240,65535,0,0,131,1,47747,834,17127.333333333332,21666.260442345734,19041020,5001349,12021184.5,7019835.5,2.5,2.5,279,6050.5,0,0,0,0,slowread
19245367,657.7686983054155,0.5196055757211593,0.25980278786057964,0.25980278786057964,5,5,558,12101,292,60,111.6,90.30968940263276,7306,66,2420.2,3005.458527,7306,60,1265.9,2419.2719752024577,5852876.890000001,156,168,26,77.6,2386.2,2,2138374.111111111,14195700,12,4537628.649798518,19245367,14247637,1177,4811341.75,5816865.111948849,19244622,14195700,12,4811155.5,5796272.501711143,1,2,0,0,1,2,1,3,8,0,0,0,1,1265.9,64240,65535,131805,65746,66059,13180.5,13149.2,13211.8,25855.72021526378,25546.13986026069,26161.599999999995,65535,64240,65535,0,0,131,1,5048938,729,2524833.5,2524104.5,14195700,14195700,14195700,0,2.5,2.5,279,6050.5,0,0,0,0,slowread
52418013,286.9242678084726,0.4578578741624563,0.34339340562184223,0.11446446854061408,18,6,13484,1556,1514,66,749.1111111111111,686.8304730902904,642,66,259.3333333333333,270.60097725043215,1514,66,626.6666666666666,645.8221289,417086.22222222225,632,200,32,715.1111111111111,225.33333333333334,9,2279044.0434782607,23326852,8,4922969.276221295,45410321,23329823,459,2671195.3529411764,5459009.782794624,45282171,23326852,8,9056434.2,9017012.596927663,2,1,0,0,0,8,1,3,17,0,0,0,0.3333333333333333,626.6666666666666,1152,65535,85813,19584,66229,3575.5416666666665,1088,11038.166666666666,12927.144232128918,263.8787600395303,24371.72487683673,65535,1152,65535,0,0,134,1,14657520,532,4886990.333333333,6908807.851810246,23326852,7007692,12585680.666666666,7597042.723473625,1.6363636363636365,0.5454545454545454,1225.8181818181818,141.45454545454547,6844,5,0,0,slowread
52689121,230.78768006017788,0.4555020001187721,0.34162650008907913,0.11387550002969303,18,6,10604,1556,1514,66,589.1111111111111,657.0933376020394,642,66,259.3333333333333,270.60097725043215,1514,66,506.6666666666667,602.1015049160915,362526.2222222222,648,200,32,555.1111111111111,225.33333333333334,7,2290831.347826087,22526297,2,4823190.166,45684276,22528833,820,2687310.3529411764,5335966.864703218,33108739,22526297,2,6621747.8,8367461.898061714,2,1,0,0,0,10,1,3,15,0,0,0,0.3333333333333333,506.6666666666667,1152,65535,85813,19584,66229,3575.5416666666665,1088,11038.166666666666,12927.144232128918,263.8787600395303,24371.72487683673,65535,1152,65535,0,0,134,1,11343991,2519,4973873,4734599.759745133,22526297,7004845,12589167.333333334,7044575.54,1.6363636363636365,0.5454545454545454,964,141.45454545454547,6844,5,0,0,slowread
